428.0	2683.67010257
430.0	2832.41757092
432.0	2958.66001884
434.0	2958.66001884
436.0	2931.22532727
438.0	2687.52810607
440.0	2214.49401004
442.0	1946.36276667
444.0	1514.9308084
446.0	1271.12642044
448.0	928.707176298
450.0	553.473469041
452.0	335.646304658
454.0	193.811092584
456.0	164.494552641
458.0	138.708085902
460.0	125.325100421
462.0	111.94211494
464.0	103.205880344
466.0	97.2131149046
468.0	91.2289228063
470.0	86.5714552455
472.0	82.0361577955
474.0	80.6344165232
476.0	79.2648252801
478.0	78.5382346206
480.0	77.9638207658
482.0	79.7385023767
484.0	81.5131839875
486.0	83.2878655984
488.0	85.1868606554
490.0	89.3985144782
492.0	93.6080249657
494.0	97.8196787885
496.0	102.029189276
498.0	106.583776743
500.0	111.785651465
502.0	116.987526187
504.0	122.189400908
506.0	127.39127563
508.0	132.593150352
510.0	138.103665353
512.0	144.336484344
514.0	150.569303335
516.0	156.802122325
518.0	163.034941316
520.0	169.267760307
522.0	176.027839776
524.0	184.313973964
526.0	192.600108152
528.0	200.884099004
530.0	209.170233192
532.0	217.462797386
534.0	225.521738034
536.0	233.580678682
538.0	241.618185978
540.0	249.655693273
542.0	257.993267507
544.0	266.352275095
546.0	274.711282682
548.0	281.291321988
550.0	286.199559776
552.0	289.778929692
554.0	292.136598499
556.0	292.243765262
558.0	290.2290301
560.0	288.214294938
562.0	280.112487585
564.0	270.981879297
566.0	261.636937481
568.0	251.563261671
570.0	241.511019214
572.0	232.230377456
574.0	223.528436225
576.0	214.826494993
578.0	206.122410426
580.0	198.365680052
582.0	191.16621685
584.0	183.966753649
586.0	176.029983111
588.0	166.511431138
590.0	151.771714426
592.0	136.476873877
594.0	120.963413129
596.0	106.0950963
598.0	91.4046762991
600.0	78.6454013845
602.0	72.9934262543
604.0	67.3414511242
606.0	61.6916193293
608.0	56.1425242925
610.0	50.6020025969
612.0	46.0345551178
614.0	41.5914210848
616.0	39.3559223891
618.0	37.118280358
620.0	34.880638327
622.0	33.1852601214
624.0	31.6506320618
626.0	30.1138606669
628.0	28.7571294355
630.0	27.5890117085
632.0	26.4208939816
634.0	25.3492263422
636.0	24.6612157177
638.0	23.9710617579
640.0	23.2830511335
642.0	22.595040509
644.0	21.9070298845
646.0	21.246239618
648.0	20.6703254286
650.0	20.0944112392
652.0	19.5184970498
654.0	18.9425828604
656.0	18.366668671
658.0	17.7907544816
660.0	17.2889996928
662.0	16.8266822732
664.0	16.36415052
666.0	15.9018331004
668.0	15.4395156807
670.0	14.9771982611
672.0	14.5148808415
674.0	14.0797837799
676.0	13.6873390903
678.0	13.2948944008
680.0	12.9024497112
682.0	12.5100050217
684.0	12.1177746657
686.0	11.7253299761
688.0	11.3328852866
690.0	10.9950956466
692.0	10.7192483963
694.0	10.4436154794
696.0	10.167768229
698.0	9.89192097865
700.0	9.61435906005
702.0	9.32886680092
704.0	9.04358887531
706.0	8.75809661618
708.0	8.48503570166
710.0	8.25441282566
712.0	8.02357561614
714.0	7.79295274014
716.0	7.56232986414
718.0	7.33170698814
720.0	7.10451344859
722.0	6.88632191721
724.0	6.66813038583
726.0	6.44972452092
728.0	6.17709227346
730.0	5.9059603607
732.0	5.9059603607
734.0	5.9059603607
736.0	5.90360269189
738.0	5.896744019
740.0	5.97926242723
742.0	6.22445998312
744.0	6.46965753902
746.0	6.78387049089
748.0	7.14395081772
750.0	7.5297511679
752.0	8.11959703663
754.0	8.26127149855
756.0	8.3615795896
758.0	8.3615795896
760.0	8.29749386476
762.0	8.08273166983
764.0	7.82081609876
766.0	7.55804319358
768.0	7.29441295429
770.0	7.02949671384
772.0	6.76458047338
774.0	6.49966423292
776.0	6.23474799246
778.0	5.97347542198
780.0	5.76257123054
782.0	5.55166703911
784.0	5.34076284768
786.0	5.12985865625
788.0	4.93931614996
790.0	4.77320766586
792.0	4.60709918175
794.0	4.44099069764
796.0	4.30253123864
798.0	4.19214947178
800.0	4.08155337139
802.0	3.98574628443
804.0	3.94952391822
806.0	3.91308721848
808.0	3.87686485227
810.0	3.84235715428
812.0	3.81427946213
814.0	3.78620176998
816.0	3.7579097443
818.0	3.72983205214
820.0	3.71740070753
822.0	3.71654337342
824.0	3.71590037283
826.0	3.71504303872
828.0	3.71440003814
830.0	3.71354270402
832.0	3.71289970344
834.0	3.71204236933
836.0	3.71139936875
838.0	3.71054203463
840.0	3.70989903405
842.0	3.70904169994
844.0	3.70775569877
846.0	3.70668403113
848.0	3.70539802997
850.0	3.70432636233
852.0	3.70304036116
854.0	3.70196869352
856.0	3.70068269235
858.0	3.71032770111
860.0	3.72040137692
862.0	3.73047505273
864.0	3.74033439501
866.0	3.75040807082
868.0	3.76048174663
870.0	3.78212943295
872.0	3.80420578632
874.0	3.82628213969
876.0	3.84835849306
878.0	3.87043484643
880.0	3.8925111998
882.0	3.91072954967
884.0	3.92873356602
886.0	3.94695191588
888.0	3.96495593223
890.0	3.98446028326
892.0	4.0039646343
894.0	4.02346898534
896.0	4.04297333637
898.0	4.06247768741
900.0	4.08219637198
902.0	4.09934305421
904.0	4.11220306588
906.0	4.12484874402
908.0	4.13749442217
910.0	4.15035443384
912.0	4.16300011199
914.0	4.17093045252
916.0	4.16900145077
918.0	4.16728678254
920.0	4.16535778079
922.0	4.16364311257
924.0	4.16149977729
926.0	4.13856608981
928.0	4.11563240233
930.0	4.09291304837
932.0	4.03097065881
934.0	3.95209592055
936.0	3.87343551582
938.0	3.79456077756
940.0	3.7156860393
942.0	3.63681130104
944.0	3.53928954586
946.0	3.43512345131
